0,1,max_intersection_similarity,jaccard_similarity,spacy_similarity
1963,taking time brainstorm gravity survey sure great tool gather information purpose identifying feelings needs requests related conflict management decentralized communities,TEC17,TEC17,TEC1
1964,supporting clarity around feelings needs consciousness survey questions,TEC2,TEC7,TEC2
1965,sharing fun time today gravity wg personal missions visions values represented tec mission vision values,TEC17,TEC16,TEC17
1966,contributing much community,TEC15,TEC15,TEC2
1967,gravity survey,TEC2,TEC7,TEC7
1968,always giving advice lot relevant information,,,TEC1
1969,every interaction past weeks thanks presence support,,,TEC2
1970,joining comms weekly call,TEC1,TEC1,TEC1
1971,joining improvised hack session mvv topics gravity,TEC17,TEC17,TEC1
1972,joining soft gov sharing inputs mvv,TEC2,TEC2,TEC2
1973,joining stewards meeting,TEC8,TEC8,TEC8
1974,helping recover brightid acc helping edit upload video since pc got chip burn need replace,,,TEC10
1975,active present gravity,TEC17,TEC17,TEC17
1976,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
1977,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
1978,santigs juankbell mateodaza griff natesuits chuygarcia92 zeptimus tam2140 durgadas suga joining soft gov yesterday,TEC2,TEC2,TEC2
1979,taking lead searching speaker talk colombia month,,,TEC2
1980,looking reward systems,,,TEC2
1981,joining tec weekly sync https www youtube com watch v wg5j9ac8mwg,TEC10,TEC15,TEC10
1982,every interaction past weeks thanks presence support,,,TEC2
1983,always see though know contribute ways visible time,,,TEC2
1984,jumping tec coming giveth finding ways useful producing high quality work quickly,TEC15,TEC15,TEC1
1985,helping gravity survey,TEC2,TEC7,TEC2
1986,helping source cred progress,,,TEC2
1987,joining tec community call https www youtube com watch v ehhavtqhlas,TEC15,TEC15,TEC15
1988,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
1989,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
1990,sharing fun time today gravity wg personal missions visions values represented tec mission vision values,TEC17,TEC16,TEC17
1991,epic retrospective epic sprint,,,TEC10
1992,bringing tec,TEC15,TEC15,TEC15
1993,introducing tec helping onboard,TEC6,TEC15,TEC6
1994,mission vision value tokenlog waterfall griff land america sprint planning session,,,TEC15
1995,helping community understand impact hours,TEC15,TEC15,TEC2
1996,offering help onboard hatchers cool moving project swat team,TEC6,TEC6,TEC15
1997,looking super cozy hatcher outreach session,TEC6,TEC6,TEC2
1998,speaking new meetings,,,TEC1
1999,joining hatchers outreach weekly sync,TEC6,TEC6,TEC6
2000,contributions swat team,,,TEC2
2001,amazing work swiss membership dapp soon trusted seed dashboard recent pr remove pending score box make small improvements delicious,TEC5,TEC5,TEC2
2002,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
2003,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
2004,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
2005,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
2006,excellent last blog post catching praise improving new process get done,TEC1,TEC16,TEC1
2007,new people coming possible stewards amazing work,TEC8,TEC8,TEC2
2008,every interaction past weeks thanks presence support,,,TEC2
2009,joining common swarm awesome energy,TEC5,TEC5,TEC2
2010,joining comms weekly call,TEC1,TEC1,TEC1
2011,harchers outreach milestone soft commitments,TEC2,TEC6,TEC6
2012,joining stewards meeting,TEC8,TEC8,TEC8
2013,joining hatchers outreach weekly sync,TEC6,TEC6,TEC6
2014,working glossary months ago,,,TEC1
2015,chuygarcia92 ddan joining ama call,,,TEC2
2016,brainstorming next version swiss dapp,TEC5,TEC5,TEC1
2017,porting website netlify awesome work thank kris,TEC1,TEC1,TEC1
2018,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
2019,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
2020,taking new issues considerate thoughtful approach,,,TEC2
2021,amazing dev work keeping swiss membership app working great,TEC5,TEC5,TEC1
2022,work implementing tec website netlify build patience configured dns site live https tecommons org,TEC2,TEC15,TEC1
2023,contributions short amount time awesome work website redirecting url,TEC1,TEC1,TEC1
2024,joining tec community call https www youtube com watch v ehhavtqhlas,TEC15,TEC15,TEC15
2025,attending week legal wg,TEC4,TEC4,TEC4
2026,taking time brainstorm gravity survey sure great tool gather information purpose identifying feelings needs requests related conflict management decentralized communities,TEC17,TEC17,TEC1
2027,carrying flag gravity survey,TEC2,TEC7,TEC2
2028,sharing fun time today gravity wg personal missions visions values represented tec mission vision values,TEC17,TEC16,TEC17
2029,gravity survey,TEC2,TEC7,TEC7
2030,great call chuy,,,TEC16
2031,taking flag gravity survey,TEC2,TEC7,TEC2
2032,every interaction past weeks thanks presence support,,,TEC2
2033,joining improvised hack session mvv topics gravity,TEC17,TEC17,TEC1
2034,helping gravity survey,TEC2,TEC7,TEC2
2035,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
2036,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
2037,working first areas proposal terms document,,,TEC2
2038,every interaction past weeks thanks presence support,,,TEC2
2039,helping gravity survey,TEC2,TEC7,TEC2
2040,always making time legal calls,TEC4,TEC4,TEC4
2041,attending legal weekly sync,TEC4,TEC4,TEC4
2042,joining comms weekly call,TEC1,TEC1,TEC1
2043,first reviewer part commons simulator deep dive blog post,TEC5,TEC5,TEC1
2044,joining commons stack simulator sync continuing improve game,TEC5,TEC5,TEC5
2045,amazing work swiss membership dapp soon trusted seed dashboard recent pr remove pending score box make small improvements delicious,TEC5,TEC5,TEC2
2046,brainstorming next version swiss dapp,TEC5,TEC5,TEC1
2047,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
2048,joining commons stack simulator sync continuing improve game,TEC5,TEC5,TEC5
2049,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
2050,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
2051,beautiful blog post perfect saturday morning read https medium com commonsstack magic behind commons simulator part game flow 8fa2bed8437b,TEC1,TEC1,TEC1
2052,amazing dev work keeping swiss membership app working great,TEC5,TEC5,TEC1
2053,joining improvised hack session mvv topics gravity,TEC17,TEC17,TEC1
2054,joining soft gov sharing inputs mvv,TEC2,TEC2,TEC2
2055,joining transparency working sesh,TEC10,TEC10,TEC10
2056,welcoming,,,TEC16
2057,joining hatchers outreach weekly sync,TEC6,TEC6,TEC6
2058,syncing eduardo giving effort help supporting comms stepping community video,TEC1,TEC15,TEC1
2059,joining tec community call https www youtube com watch v ehhavtqhlas,TEC15,TEC15,TEC15
2060,making time despite timezone diff sync details hatch phases make infographic dynamic like conversation,TEC6,TEC6,TEC1
2061,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
2062,joining commons stack simulator sync continuing improve game,TEC5,TEC5,TEC5
2063,helping projects tec hatch frontend templates,TEC6,TEC15,TEC15
2064,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
2065,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
2066,joining commons stack simulator sync continuing improve game,TEC5,TEC5,TEC5
2067,getting us hatch handling applications hatchers,TEC6,TEC6,TEC6
2068,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
2069,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
2070,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
2071,clarifying praise cs team,TEC16,TEC16,TEC16
2072,joining wg 0mega finalizing community survey,TEC2,TEC7,TEC2
2073,santigs juankbell mateodaza griff natesuits chuygarcia92 zeptimus tam2140 durgadas suga joining soft gov yesterday,TEC2,TEC2,TEC2
2074,zeptimus griff submitting mvv proposals tokenlog,,,TEC2
2075,watching transparency call teach tricks assing people zenhub thanks buddy,TEC10,TEC10,TEC2
2076,constant source inspiration leadership,,,TEC16
2077,sharing fun time today gravity wg personal missions visions values represented tec mission vision values,TEC17,TEC16,TEC17
2078,epic retrospective epic sprint,,,TEC10
2079,awesome work dashboard videos,,,TEC1
2080,jumping article helping eduardo supportive fronts ready solutions things brings community,TEC1,TEC15,TEC1
2081,hatcher outreach progress,TEC6,TEC6,TEC6
2082,edits provided tec newsletter,TEC15,TEC15,TEC1
2083,new people coming possible stewards amazing work,TEC8,TEC8,TEC2
2084,joining tec weekly sync https www youtube com watch v wg5j9ac8mwg,TEC10,TEC15,TEC10
2085,attending week legal wg,TEC4,TEC4,TEC4
2086,introducing gravity praise showing 1hive,TEC17,TEC16,TEC16
2087,mission vision value tokenlog waterfall griff land america sprint planning session,,,TEC15
2088,dank memes meme party,TEC3,TEC3,TEC2
2089,beautiful blog post perfect saturday morning read https medium com commonsstack magic behind commons simulator part game flow 8fa2bed8437b,TEC1,TEC1,TEC1
2090,every interaction past weeks thanks presence support,,,TEC2
2091,taking care part ts process technical downtime rocking ama,TEC14,TEC14,TEC2
2092,joining common swarm awesome energy,TEC5,TEC5,TEC2
2093,joining comms call,TEC1,TEC1,TEC1
2094,joining soft gov sharing inputs mvv,TEC2,TEC2,TEC2
2095,sharing tec members doc,TEC15,TEC15,TEC15
2096,joining stewards meeting,TEC8,TEC8,TEC8
2097,joining hatchers outreach weekly sync,TEC6,TEC6,TEC6
2098,participating mvv submitting proposals commenting,,,TEC1
2099,leading soft gov call week holding space livia take days amazing everything us inspiration every day griff inspiring everyone unblocking blockers giving shape become hatcher piece helping jake cannot support gives mount manu leading soft gov week,TEC2,TEC2,TEC2
2100,helping gravity survey,TEC2,TEC7,TEC2
2101,leading awesome calls params working dashboard,TEC3,TEC3,TEC1
2102,community sem,TEC15,TEC15,TEC15
2103,contributions swat team,,,TEC2
2104,attending verification party,TEC3,TEC3,TEC2
2105,stewarding commons stack bear market,TEC5,TEC5,TEC8
2106,joining tec community call https www youtube com watch v ehhavtqhlas,TEC15,TEC15,TEC15
2107,always making time legal calls,TEC4,TEC4,TEC4
2108,attending legal weekly sync,TEC4,TEC4,TEC4
2109,teaching create gift memes,,,TEC1
2110,short sweet efficient tec onboarding call,TEC6,TEC15,TEC15
2111,taking onboarding enthusiasm,TEC6,TEC6,TEC6
2112,santigs juankbell mateodaza griff natesuits chuygarcia92 zeptimus tam2140 durgadas suga joining soft gov yesterday,TEC2,TEC2,TEC2
2113,joining us commons stack server,TEC5,TEC5,TEC5
2114,joining soft gov sharing inputs mvv,TEC2,TEC2,TEC2
2115,jumping helping onboarding process insights future role tec onboarding meeting eduardo meeting jake reaching jess,TEC6,TEC15,TEC6
2116,showing ama,,,TEC2
2117,joining tec community call https www youtube com watch v ehhavtqhlas,TEC15,TEC15,TEC15
